Code,Category,Year,Emissions
PAN,7B,1970,0.0650559
PAN,7C,1970,0.0229735
PRI,1A3b,1970,0.00037133726999999996
PRI,1A4,1970,0.000809435
PRI,3D,1970,2.980791e-05
PRI,4B,1970,0.05700638400000001
PRI,4D1,1970,0.15692226379999996
PRI,4D2,1970,0.49550143
PRI,4D3,1970,0.15494883
PRI,4F,1970,0.0375464914
PRI,6B,1970,0.001572
PRI,7B,1970,0.00335025
PRI,7C,1970,0.000325588
SLV,1A1a,1970,0.0006873
SLV,1A1bc,1970,0.0002894
SLV,1A2,1970,0.022595499999999998
SLV,1A3b,1970,0.01370263029
SLV,1A3e,1970,0.0001206
SLV,1A4,1970,0.1829156
SLV,1B1,1970,0.000615
SLV,3D,1970,4.035449e-05
SLV,4B,1970,0.12281162
SLV,4D1,1970,1.3396022365000002
SLV,4D2,1970,1.212103104
SLV,4D3,1970,0.45084567999999997
SLV,4F,1970,0.021758596005000002
SLV,6B,1970,0.1022343
SLV,7B,1970,0.0579102
SLV,7C,1970,0.083706571
TCA,1A1a,1970,3.161209e-06
TCA,1A2,1970,0.00011673214099999999
TCA,1A3a,1970,
TCA,1A3b,1970,1.3092017e-05
TCA,1A3d,1970,
TCA,1A3e,1970,
TCA,1A4,1970,1.51839684e-07
TCA,1B1,1970,5.5695e-07
TCA,1B2,1970,
TCA,3D,1970,6.1952e-08
TCA,4D3,1970,
TCA,7B,1970,6.01668e-05
TCA,7C,1970,3.79367e-05
TTO,1A1a,1970,0.0051987000000000005
TTO,1A1bc,1970,0.0097122
TTO,1A2,1970,0.0008821
TTO,1A3a,1970,0.00018
TTO,1A3b,1970,0.01870123
TTO,1A3e,1970,
TTO,1A4,1970,0.0035024
TTO,1B1,1970,0.000155
TTO,1B2,1970,0.0067841839
TTO,3D,1970,1.0405956e-05
TTO,4B,1970,0.0140865565
TTO,4D1,1970,0.1172625364
TTO,4D2,1970,0.08540038300000001
TTO,4D3,1970,0.063646056
TTO,4F,1970,0.01837636899
TTO,6B,1970,0.03729288
TTO,7B,1970,0.068765258
TTO,7C,1970,0.00598725
VCT,1A1a,1970,9.432091e-05
VCT,1A1bc,1970,
VCT,1A2,1970,0.00156667963
VCT,1A3a,1970,
VCT,1A3b,1970,0.00021029270000000002
VCT,1A3d,1970,
VCT,1A3e,1970,
VCT,1A4,1970,0.00027771602970000006
VCT,1B1,1970,6.6707e-06
VCT,1B2,1970,
VCT,3D,1970,9.95027e-07
VCT,4B,1970,0.00104387518
VCT,4D1,1970,0.0315738511
VCT,4D2,1970,0.009580676000000002
VCT,4D3,1970,0.010879630000000001
VCT,4F,1970,0.00021169866
VCT,6B,1970,0.00301866
VCT,7B,1970,0.00193575
VCT,7C,1970,0.000557532
VGB,1A1a,1970,2.4132703999999998e-05
VGB,1A1bc,1970,
VGB,1A2,1970,0.000175080549
VGB,1A3a,1970,
VGB,1A3b,1970,2.2804049999999997e-05
VGB,1A3d,1970,
VGB,1A3e,1970,
VGB,1A4,1970,0.0001234380905
VGB,1B1,1970,5.4483e-07
VGB,1B2,1970,
VGB,3D,1970,1.07822e-07
VGB,4B,1970,0.0006032483999999999
VGB,4D1,1970,0.0007553661
VGB,4D2,1970,0.005561554
VGB,4D3,1970,0.0013680152
VGB,7B,1970,0.000401896
VGB,7C,1970,7.87352e-05
VIR,3D,1970,7.047699999999999e-07
VIR,4B,1970,0.00096574278
VIR,4D1,1970,0.005752340999999999
VIR,4D2,1970,0.011476557500000002
VIR,4D3,1970,0.0029126035
VIR,4F,1970,
BRA,1A1a,1970,0.0723771134
BRA,1A1bc,1970,0.0422251
BRA,1A2,1970,1.6186192999999995
BRA,1A3a,1970,0.068699998
BRA,1A3b,1970,1.0178427
BRA,1A3c,1970,0.4813349
BRA,1A3d,1970,0.056858000000000006
BRA,1A4,1970,4.7014592
BRA,1B1,1970,0.42139
BRA,1B2,1970,0.0301537757
BRA,2B,1970,12.589
BRA,3D,1970,0.316199
BRA,4B,1970,9.016502791
BRA,4D1,1970,24.069428725
BRA,4D2,1970,91.949735
